name,artists,genres,release_year,duration,popularity,Danceability,Energy,Key,Liveness,Valence,Tempo,Time Signature
Delilah,Tom Jones,"adult standards,british invasion",1968-01-01,204160,65,0.528,0.482,9.0,0.549,0.788,95.82,1.0
Take A Long Line,The Angels,australian rock,2014-05-02,181005,0,0.497,0.662,7.0,0.0796,0.377,181.7,4.0
Fancy,"Iggy Azalea, Charli XCX","australian hip hop,dance pop,pop,art pop,candy pop,metropopolis,pop,uk pop",2014-01-01,199938,48,0.913,0.716,10.0,0.0492,0.37,94.974,4.0
Put 'Em High - StoneBridge & JJ Radio,"StoneBridge, Therese","disco house,vocal house",2016-08-01,204378,45,0.621,0.935,10.0,0.456,0.668,127.988,4.0
Rock DJ,Robbie Williams,"dance rock,europop",2000-01-01,258560,72,0.708,0.772,7.0,0.467,0.861,103.035,4.0
Funky Cold Medina,Tone-Loc,"hip hop,miami bass",1989-01-01,248160,61,0.988,0.633,5.0,0.0668,0.929,117.493,4.0
"Baby, You Got What It Takes",Brook Benton,"rhythm and blues,southern soul",2015-07-01,195279,9,0.533,0.448,1.0,0.117,0.877,134.93,4.0
Mary Had A Little Boy,SNAP!,"diva house,eurodance,german techno,hip house",1990,293866,0,0.867,0.58,10.0,0.113,0.96,120.868,4.0
9 PM - Till I Come - Radio Edit,ATB,"german dance,german techno,german trance,trance",1998-10-26,199520,45,0.672,0.941,9.0,0.0749,0.763,130.254,4.0
Bodies,Robbie Williams,"dance rock,europop",2009-01-01,243859,51,0.656,0.731,6.0,0.0651,0.785,95.008,4.0
I Thought About You,The Beautiful Girls,australian reggae fusion,2007-05-12,192466,36,0.684,0.771,7.0,0.0869,0.967,141.992,4.0
Lights And Sounds,Yellowcard,"alternative metal,bow pop,pop punk,post-grunge,socal pop punk",2006-01-01,208186,66,0.344,0.972,11.0,0.293,0.387,167.819,4.0
Heartless,The Weeknd,"canadian contemporary r&b,canadian pop,pop",2020-03-20,198266,52,0.614,0.758,10.0,0.137,0.25,84.969,4.0
Life Is Good (feat. Drake),"Future, Drake","atl hip hop,hip hop,rap,southern hip hop,trap,canadian hip hop,canadian pop,hip hop,rap,toronto rap",2020-01-10,237735,79,0.676,0.609,2.0,0.152,0.508,142.037,4.0
More Than a Feeling,Boston,"album rock,classic rock,glam metal,hard rock,mellow gold,rock,soft rock",1976,285133,0,0.377,0.682,7.0,0.0504,0.288,108.736,4.0
"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,"boy band,new romantic,new wave pop,soft rock,sophisti-pop",1995-04-10,246240,74,0.523,0.689,10.0,0.109,0.547,84.09,4.0
Love Yourself,Justin Bieber,"canadian pop,pop",2015-11-09,233746,0,0.762,0.376,4.0,0.205,0.541,100.084,4.0
Lonely (with benny blanco),"Justin Bieber, benny blanco","canadian pop,pop,pop",2020-10-16,149297,52,0.631,0.226,11.0,0.115,0.0765,79.968,4.0
Walk On Water,Thirty Seconds To Mars,"modern rock,post-grunge",2017-08-22,188227,0,0.494,0.778,8.0,0.0904,0.406,139.963,4.0
Bossa Nova Baby,Elvis Presley,"rock-and-roll,rockabilly",1963-11-15,122760,55,0.755,0.736,0.0,0.226,0.953,106.777,4.0
Live Louder,Nathaniel,"australian pop,australian talent show",2014-09-05,189133,33,0.741,0.706,0.0,0.522,0.891,117.038,4.0
I Turn To You,Melanie C,"dance pop,europop,talent show",1999,352173,57,0.522,0.803,1.0,0.31,0.0783,135.205,4.0
Four Walls,BROODS,"auckland indie,etherpop,indietronica,metropopolis,nz pop",2014-01-01,208346,35,0.511,0.638,0.0,0.0609,0.205,60.03,4.0
Nothin' on You (feat. Bruno Mars),"B.o.B, Bruno Mars","atl hip hop,dance pop,pop rap,rap,southern hip hop,dance pop,pop",2010-04-27,268320,78,0.688,0.853,10.0,0.0862,0.743,103.993,4.0
Aussie As,Matt Scullion,australian country,2019-09-23,219840,40,0.53,0.34,2.0,0.144,0.231,76.959,5.0
Play,"DR., Kaelo Mula, Big Steppa",,2021-07-16,195996,1,0.781,0.334,10.0,0.108,0.321,108.724,4.0
Maria,P.J. Proby,"classic uk pop,merseybeat,rock-and-roll",1994,217573,1,0.214,0.223,2.0,0.136,0.181,100.065,3.0
The Letter,"Hoobastank, Vanessa Amorosi","alternative metal,funk metal,nu metal,pop rock,post-grunge,australian dance,australian pop,australian rock",2009-01-27,234853,35,0.424,0.88,4.0,0.153,0.353,155.055,4.0
Lil' Red Riding Hood,Sam The Sham & The Pharaohs,"bubblegum pop,classic garage rock,merseybeat,rock-and-roll,surf music",2011-03-01,162440,10,0.712,0.412,2.0,0.113,0.528,122.211,4.0
Sick Cycle Carousel,Lifehouse,"neo mellow,pop rock,post-grunge",2001-03-02,263400,0,0.445,0.8,8.0,0.0802,0.47,95.481,4.0
Let's Get Rocked,Def Leppard,"album rock,classic rock,glam metal,hard rock,nwobhm,rock",1992-03-31,295957,60,0.564,0.888,5.0,0.177,0.526,91.989,4.0
Listen to Your Heart (Glee Cast Version),Glee Cast,"glee club,post-teen pop",2015-03-10,226706,43,0.425,0.684,10.0,0.0878,0.313,171.991,4.0
Islands In The Stream,Kenny Rogers with Dolly Parton,,1997-01-01,251600,0,0.589,0.577,8.0,0.116,0.767,203.995,4.0
Always On Time,"Ja Rule, Ashanti","dance pop,east coast hip hop,gangster rap,hip hop,hip pop,pop rap,queens hip hop,rap,urban contemporary,dance pop,hip pop,r&b,urban contemporary",2001-10-02,244970,54,0.851,0.648,5.0,0.355,0.865,96.608,4.0
Say It,"Flume, Tove Lo","australian dance,australian electropop,australian indie,downtempo,edm,indietronica,metropopolis,pop,swedish electropop,swedish pop,swedish synthpop",2016-05-27,262521,0,0.597,0.531,3.0,0.0617,0.271,74.938,4.0
Even Flow,Pearl Jam,"alternative metal,alternative rock,classic rock,grunge,permanent wave,rock",2004-11-16,303666,48,0.373,0.844,7.0,0.124,0.377,104.899,4.0
Unconditionally,Katy Perry,pop,2013-10-18,228878,63,0.397,0.725,7.0,0.208,0.358,128.861,4.0
Hey There Delilah - Bonus Track,Plain White T's,"modern rock,neo mellow,neon pop punk,pop punk,pop rock",2006,233280,0,0.521,0.438,2.0,0.103,0.318,103.955,4.0
Maybe It’s My First Time,Meg Mac,australian indie,2017-07-14,213240,37,0.704,0.645,11.0,0.162,0.606,90.975,4.0
Lucky Number,Lene Lovich,"synthpop,zolo",2005-01-01,171093,29,0.669,0.733,5.0,0.042,0.833,153.778,4.0
...Baby One More Time,Britney Spears,"dance pop,pop",1999-01-12,211066,83,0.759,0.699,0.0,0.443,0.907,92.96,4.0
Good People,Jack Johnson,neo mellow,2005-01-01,208506,68,0.721,0.586,11.0,0.0902,0.918,176.104,4.0
Rock with You - Single Version,Michael Jackson,"r&b,soul",1979-08-10,220626,80,0.808,0.535,1.0,0.158,0.848,114.031,4.0
Everybody,Justice Crew,"australian pop,australian talent show",2012,232306,50,0.698,0.89,6.0,0.3,0.8,127.978,4.0
Lights,Journey,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,soft rock",2001-10-16,190666,45,0.188,0.61,7.0,0.278,0.411,205.586,3.0
I Just Called To Say I Love You - Single Version,Stevie Wonder,"motown,soul",2002-01-01,261773,0,0.742,0.542,1.0,0.0836,0.644,113.552,4.0
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer, Travis Scott, Camila Cabello, Quavo","dance pop,edm,electro house,moombahton,pop,pop dance,hip hop,rap,slap house,dance pop,pop,atl hip hop,melodic rap,rap,trap",2017-06-02,225849,32,0.738,0.814,7.0,0.126,0.483,119.041,4.0
Everything I Own,Bread,"folk rock,mellow gold,singer-songwriter,soft rock",1972,187000,74,0.365,0.338,2.0,0.104,0.446,79.241,4.0
Sugar,Maroon 5,pop,2014-09-02,235493,85,0.748,0.788,1.0,0.0863,0.884,120.076,4.0
Shadow Dancing,Andy Gibb,"disco,mellow gold,soft rock",1978-04-04,276000,54,0.74,0.598,7.0,0.0664,0.952,101.933,4.0
Hold the Line,TOTO,"album rock,classic rock,hard rock,mellow gold,rock,soft rock,yacht rock",1978-10-10,235546,84,0.473,0.898,6.0,0.173,0.808,96.556,4.0
Runaround Sue - Remastered 1991,Dion,"doo-wop,rock-and-roll,rockabilly",2005-01-01,159813,46,0.544,0.567,11.0,0.363,0.559,78.227,4.0
24K Magic,Bruno Mars,"dance pop,pop",2016-11-17,225983,83,0.818,0.803,1.0,0.153,0.632,106.97,4.0
I Gotta Feeling,Black Eyed Peas,"dance pop,pop,pop rap",2009-01-01,289133,85,0.743,0.766,0.0,0.509,0.61,127.96,4.0
The Others - Radio Edit,"TV Rock, Dukes of Windsor","australian dance,australian indie rock",2007-03-17,203866,0,0.635,0.848,6.0,0.0928,0.539,124.938,4.0
Boogie Woogie Bugle Boy,Bette Midler,"adult standards,new wave pop,soft rock",1972,137173,43,0.658,0.647,0.0,0.174,0.825,98.49,4.0
Spill The Wine,"Eric Burdon, War","british blues,classic soul,funk,motown,soul",1997-01-01,242066,49,0.818,0.528,2.0,0.131,0.896,120.368,4.0
Rushing Back,"Flume, Vera Blue","australian dance,australian electropop,australian indie,downtempo,edm,indietronica,australian indie,australian pop",2019-09-25,231663,65,0.574,0.612,0.0,0.158,0.368,136.046,3.0
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers","electro,filter house,rock,dance pop,pop,disco",2013-04-19,248413,85,0.794,0.811,6.0,0.101,0.862,116.047,4.0
Like Sister and Brother,The Drifters,"adult standards,doo-wop,rock-and-roll,rockabilly,soul",2004-09-25,203013,43,0.563,0.665,7.0,0.468,0.732,81.092,4.0
By Your Side (feat. Tom Grennan),"Calvin Harris, Tom Grennan","dance pop,edm,electro house,house,pop,progressive house,uk dance,uk pop",2021-06-04,189671,76,0.733,0.96,7.0,0.287,0.811,124.01,4.0
Levels - Radio Edit,Avicii,"edm,pop,pop dance",2011-10-28,199906,84,0.584,0.889,1.0,0.309,0.464,126.04,4.0
Say So,Doja Cat,"dance pop,pop",2019-11-07,237893,81,0.787,0.673,11.0,0.0904,0.779,110.962,4.0
Señorita,"Shawn Mendes, Camila Cabello","canadian pop,pop,viral pop,dance pop,pop",2019-06-21,190960,82,0.759,0.54,9.0,0.0945,0.75,116.947,4.0
Shalala Lala,Vengaboys,"bubblegum dance,eurodance,europop",2000,214819,0,0.75,0.902,2.0,0.04,0.973,124.017,4.0
Who Am I (What's My Name)?,Snoop Dogg,"g funk,gangster rap,hip hop,pop rap,rap,west coast rap",1993,246320,2,0.692,0.833,7.0,0.515,0.692,96.814,4.0
Take Me Over,"Peking Duk, SAFIA","aussietronica,australian electropop,edm,australian indie",2014-01-01,208121,0,0.486,0.802,6.0,0.11,0.423,97.146,4.0
Can We Pretend (feat. Cash Cash),"P!nk, Cash Cash","dance pop,pop,dance pop,edm,electro house,electropowerpop,pop dance",2019-04-25,224360,55,0.524,0.806,1.0,0.101,0.45,115.172,4.0
"Jumpin', Jumpin'",Destiny's Child,"dance pop,girl group,pop,r&b,urban contemporary",1999-07-27,230200,75,0.771,0.685,1.0,0.0537,0.683,88.997,4.0
Another Night On The Road,Sherbet,australian rock,1978,249973,0,0.696,0.636,5.0,0.0944,0.792,128.484,4.0
POWER - Album Version (Edited),Kanye West,"chicago rap,hip hop,rap",2010-01-01,292093,53,0.534,0.925,0.0,0.709,0.557,154.072,4.0
Sadeness - Pt. 1 / Radio Edit,Enigma,"downtempo,gregorian dance",2009-01-01,260400,46,0.607,0.626,7.0,0.114,0.54,95.701,4.0
Carry on Wayward Son,Kansas,"album rock,classic rock,hard rock,heartland rock,mellow gold,progressive rock,rock,soft rock",1976,323000,79,0.482,0.786,7.0,0.446,0.793,126.755,4.0
Red Roses for a Blue Lady (Rerecorded),Vic Dana,deep adult standards,2008-07-20,163786,17,0.353,0.362,4.0,0.0857,0.475,110.045,4.0
California - Tchad Blake Mix,Phantom Planet,,2002,193933,67,0.4,0.805,4.0,0.109,0.324,158.459,4.0
3 Words,"Cheryl, will.i.am","dance pop,post-teen pop,talent show,dance pop,pop",2009-01-01,273560,43,0.75,0.58,9.0,0.0986,0.51,130.024,4.0
Songbird,Bernard Fanning,"australian alternative rock,australian rock",2005-01-01,156280,31,0.58,0.776,6.0,0.183,0.866,80.54,4.0
Breaking Up The Girl - 2021 Remaster,Garbage,"alternative rock,dance rock,electronic rock,permanent wave",2001-10-01,213136,14,0.521,0.675,2.0,0.347,0.48,125.028,4.0
Long Live The Weekend,The Living End,"australian alternative rock,australian rock,australian ska",2006-02-04,173866,26,0.205,0.943,0.0,0.363,0.254,167.67,4.0
When Will I Be Famous?,Bros,"new romantic,new wave pop",2013-11-08,240066,47,0.645,0.801,0.0,0.15,0.46,123.471,4.0
Let Me Down Easy,Sheppard,"australian indie,folk-pop",2014-07-11,227631,45,0.556,0.588,9.0,0.0956,0.298,144.979,4.0
That's Not My Name,The Ting Tings,"alternative dance,dance-punk,new rave",2008-05-19,310573,56,0.755,0.901,9.0,0.363,0.959,145.042,4.0
Instant Replay,Dan Hartman,disco,1994,320333,45,0.754,0.724,9.0,0.0611,0.954,128.925,4.0
Master Blaster (Jammin'),Stevie Wonder,"motown,soul",1980-09-29,307933,66,0.877,0.422,10.0,0.182,0.97,131.103,4.0
The Flame,Cheap Trick,"album rock,beatlesque,classic rock,glam metal,glam rock,hard rock,heartland rock,mellow gold,power pop,rock,soft rock",1988-04-12,338800,68,0.629,0.581,4.0,0.0755,0.359,97.074,4.0
This Boys In Love,The Presets,"alternative dance,australian dance,australian indie",2008-04-12,251986,45,0.484,0.971,10.0,0.331,0.92,122.948,4.0
Big Bad John,Jimmy Dean,"classic country pop,nashville sound",1961,182560,58,0.516,0.457,8.0,0.106,0.455,173.934,4.0
Candy Girl,New Edition,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary",1983,235373,54,0.839,0.623,1.0,0.314,0.668,103.799,4.0
Like The Way I Do,Melissa Etheridge,"ectofolk,heartland rock,lilith,pop rock,singer-songwriter",2005,324760,0,0.591,0.931,2.0,0.122,0.672,101.548,4.0
Wannabe,Spice Girls,"dance pop,girl group,pop",1996-01-01,173026,84,0.768,0.864,11.0,0.162,0.891,110.008,4.0
Asshole,Denis Leary,"comedy,comic",1993-01-01,266173,0,0.378,0.664,2.0,0.154,0.649,172.866,3.0
Harder To Breathe,Maroon 5,pop,2002,173693,67,0.662,0.908,1.0,0.0508,0.967,149.941,4.0
Middle,"DJ Snake, Bipolar Sunshine","edm,electronic trap,pop,pop dance,gauze pop",2016-08-05,220573,79,0.583,0.695,9.0,0.0527,0.224,104.879,4.0
Demons,Imagine Dragons,"modern rock,pop,rock",2012-09-04,175200,78,0.505,0.71,3.0,0.329,0.428,89.938,4.0
Wig Wam Bam,Sweet,"album rock,glam rock,hard rock",1998-01-02,180800,35,0.714,0.781,4.0,0.0849,0.581,126.575,4.0
Romeo And Juliet,Dire Straits,"album rock,classic rock,mellow gold,rock",2005-11-07,360000,0,0.605,0.455,5.0,0.141,0.422,87.469,4.0
"Take My Breath Away - Love Theme from ""Top Gun""",Berlin,"new romantic,new wave pop,synthpop",1999-01-01,255733,77,0.497,0.719,6.0,0.411,0.547,95.769,4.0
All You Need,Alex Lloyd,"australian alternative rock,australian rock",2005-10-09,183600,12,0.588,0.753,2.0,0.109,0.391,99.984,4.0
Too Many Times,Mental As Anything,australian rock,2015-10-02,158266,35,0.654,0.862,6.0,0.162,0.838,159.434,4.0
Living Without You,"Sigala, David Guetta, Sam Ryder","dance pop,edm,pop dance,uk dance,uk pop,big room,dance pop,edm,pop,pop dance,uk pop",2023-03-02,184103,60,0.57,0.89,11.0,0.677,0.563,125.003,4.0
Losing My Religion,R.E.M.,"alternative rock,athens indie,permanent wave,rock",2003-10-27,269000,0,0.671,0.849,9.0,0.0971,0.801,125.429,4.0
You're so Vain,Chocolate Starfish,australian rock,2017-04-11,249160,40,0.674,0.844,0.0,0.0805,0.595,107.888,4.0
Rock and Roll Ain't Noise Pollution,AC/DC,"australian rock,hard rock,rock",1980-07-25,266040,67,0.576,0.659,9.0,0.0587,0.717,94.853,4.0
Don't Stop The Music,Rihanna,"barbadian pop,pop,urban contemporary",2008-06-02,267080,0,0.835,0.669,6.0,0.0535,0.542,122.668,4.0
Proud Mary,Creedence Clearwater Revival,"classic rock,country rock,rock,southern rock,swamp rock",1969-01-05,187213,79,0.699,0.641,2.0,0.0601,0.728,120.745,4.0
Live While We're Young,One Direction,"boy band,pop,post-teen pop,talent show",2012-11-09,200186,0,0.658,0.837,2.0,0.0969,0.936,126.015,4.0
You're No Good,Linda Ronstadt,"country rock,folk,folk rock,heartland rock,mellow gold,singer-songwriter,soft rock",1974,224026,65,0.669,0.52,8.0,0.126,0.634,104.812,4.0
It's Only Make Believe - Re-recorded,Conway Twitty,"arkansas country,classic country pop,country,country rock",1995-01-01,150133,37,0.562,0.381,10.0,0.12,0.479,115.2,3.0
Lifestyles of the Rich & Famous,Good Charlotte,"alternative metal,modern rock,neon pop punk,pop punk,pop rock,post-grunge",2002-10-04,190173,73,0.62,0.93,1.0,0.0686,0.609,106.22,4.0
Don't Lose My Number - 2016 Remaster,Phil Collins,"rock drums,soft rock",1985-02-18,288906,44,0.581,0.833,5.0,0.0581,0.952,80.575,4.0
"Turn Around (5,4,3,2,1)",Flo Rida,"dance pop,miami hip hop,pop,pop rap",2010-11-24,201386,65,0.697,0.835,6.0,0.314,0.832,128.018,4.0
Open Up Your Eyes,Tonic,"pop rock,post-grunge",1996-07-15,220493,0,0.431,0.902,7.0,0.0983,0.305,98.624,4.0
Nasty Girl,Destiny's Child,"dance pop,girl group,pop,r&b,urban contemporary",2001-05-01,257826,42,0.753,0.881,1.0,0.114,0.684,129.923,4.0
Footloose,Kenny Loggins,"album rock,classic rock,heartland rock,mellow gold,new wave pop,singer-songwriter,soft rock,yacht rock",1997-03-25,220706,76,0.546,0.895,9.0,0.0768,0.494,174.089,4.0
#thatPOWER,"will.i.am, Justin Bieber","dance pop,pop,canadian pop,pop",2013-01-01,279506,0,0.794,0.603,6.0,0.0773,0.402,127.997,4.0
My Home Town,Paul Anka,"adult standards,canadian pop,easy listening,rock-and-roll",2006-01-20,153444,13,0.698,0.512,9.0,0.056,0.97,117.453,4.0
Umbrella,"Rihanna, JAY-Z","barbadian pop,pop,urban contemporary,east coast hip hop,gangster rap,hip hop,pop rap,rap",2007-03-31,275986,69,0.581,0.827,1.0,0.0522,0.549,174.013,4.0
Harbor Lights,The Platters,"adult standards,easy listening,rock-and-roll,rockabilly",1995-01-01,187666,0,0.246,0.283,10.0,0.0993,0.244,83.178,4.0
Runnin',"2Pac, The Notorious B.I.G.","g funk,gangster rap,hip hop,rap,west coast rap,east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap",2013-03-27,293653,0,0.708,0.502,11.0,0.12,0.341,82.952,4.0
M.O.B.,Tkay Maidza,"alternative r&b,australian hip hop",2015-02-10,194275,38,0.685,0.848,10.0,0.164,0.467,137.934,4.0
Summer Of '69,Bryan Adams,"canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,soft rock",1984-11-05,216053,0,0.507,0.843,2.0,0.08,0.704,139.136,4.0
He'll Have to Go,Jim Reeves,nashville sound,1997-02-14,138640,52,0.554,0.186,1.0,0.11,0.2,81.181,3.0
Eat It,"""Weird Al"" Yankovic","comedy rock,comic,parody",2009,200626,49,0.767,0.811,7.0,0.0684,0.858,147.423,4.0
The Way You Move (feat. Sleepy Brown),"Outkast, Sleepy Brown","atl hip hop,dirty south rap,hip hop,old school atlanta hip hop,rap,southern hip hop,atl hip hop",2003-09-23,234000,0,0.871,0.597,5.0,0.0638,0.635,125.999,4.0
How Deep Is Your Love,Bee Gees,"disco,mellow gold,soft rock",1979-01-01,245200,79,0.633,0.357,5.0,0.133,0.674,104.938,4.0
I Like It,"Cardi B, Bad Bunny, J Balvin","pop,rap,reggaeton,trap latino,urbano latino,reggaeton,reggaeton colombiano,trap latino,urbano latino",2018-04-06,253390,82,0.816,0.726,5.0,0.372,0.65,136.048,4.0
Confessions Of A Broken Heart (Daughter To Father) - Radio,Lindsay Lohan,"dance pop,post-teen pop",2005-01-01,220800,0,0.574,0.721,8.0,0.0952,0.159,120.033,4.0
You Make Me Wanna...,Usher,"atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary",1997-09-16,219120,72,0.761,0.639,5.0,0.0945,0.922,164.088,4.0
He's so Shy,The Pointer Sisters,"disco,girl group,hi-nrg,motown,new wave pop,soft rock",1980-04-23,218320,58,0.871,0.736,0.0,0.0894,0.967,115.149,4.0
Running Up That Hill (A Deal With God),Kate Bush,"art pop,art rock,baroque pop,new wave pop,permanent wave,piano rock,singer-songwriter",1985,298933,40,0.629,0.547,10.0,0.0604,0.197,108.375,4.0
Always On The Run,Lenny Kravitz,"permanent wave,rock",2000,232440,42,0.512,0.946,9.0,0.0646,0.85,169.222,4.0
Lionheart (Fearless),"Joel Corry, Tom Grennan","dance pop,pop dance,uk dance,uk pop",2022-10-21,186689,78,0.628,0.967,8.0,0.336,0.349,125.982,4.0
Always Look On The Bright Side Of Life,Monty Python,"british comedy,comic",1989-01-01,215333,62,0.669,0.535,2.0,0.208,0.739,120.071,4.0
Let's Dance - Radio Edit,Five,boy band,2001,218066,30,0.629,0.853,4.0,0.413,0.562,117.992,4.0
I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,"Diddy, 112, Faith Evans","dance pop,east coast hip hop,hip hop,hip pop,pop rap,rap,atl hip hop,boy band,contemporary r&b,r&b,urban contemporary,contemporary r&b,hip pop,r&b,urban contemporary",1997,306560,74,0.833,0.619,7.0,0.159,0.901,109.92,4.0
The Honeymoon Is Over,The Cruel Sea,"australian alternative rock,australian rock",1993-01-01,186600,54,0.464,0.754,1.0,0.32,0.588,94.438,4.0
UP!,Samantha Jade,"australian pop,australian talent show",2014-04-11,207040,32,0.644,0.902,1.0,0.101,0.552,126.004,4.0
Thriller,Michael Jackson,"r&b,soul",2008-02-08,357266,73,0.773,0.859,11.0,0.914,0.813,118.459,4.0
Summer Love,Justin Timberlake,"dance pop,pop",2006-09-12,252973,72,0.606,0.591,0.0,0.328,0.477,95.802,4.0
(Everything I Do) I Do It For You,Bryan Adams,"canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,soft rock",1999-01-01,393733,0,0.518,0.47,1.0,0.0792,0.247,131.214,4.0
Accidently Kelly Street,Frente!,australian alternative rock,1992,201160,44,0.678,0.608,10.0,0.0638,0.943,152.745,4.0
Dear Future Husband,Meghan Trainor,"hip pop,pop",2015-01-09,184226,78,0.655,0.782,1.0,0.317,0.832,79.427,4.0
"Fastlove, Pt. 1",George Michael,new wave pop,1996-05-13,324666,68,0.735,0.64,10.0,0.345,0.551,104.444,4.0
Pop Muzik - 12 Inch Version,"M, Robin Scott, Nick Launay","synthpop,psychedelic folk",1979-01-01,296466,54,0.94,0.727,1.0,0.0808,0.969,110.8,4.0
Stay With Me,Sam Smith,"pop,uk pop",2014-01-01,172723,2,0.479,0.419,0.0,0.11,0.186,85.014,4.0
She's Like The Wind - Remastered 2003,Patrick Swayze Featuring Wendy Fraser,,2003-03-08,231853,0,0.57,0.526,4.0,0.0724,0.142,125.218,4.0
Wings of a Dove,"Ferlin Husky, Hank Locklin","nashville sound,nashville sound",2013-08-13,142906,34,0.5,0.319,4.0,0.101,0.646,177.489,3.0
